FECHA	TMAX	TMIN	NOMBRE
30/9/2023	19.6	3.0	JUNIN AERO
30/9/2023	16.4	3.0	LA PLATA AERO
30/9/2023	26.0	5.0	LA QUIACA OBSERVATORIO
30/9/2023	27.2	14.1	LA RIOJA AERO
30/9/2023	22.7	5.1	LABOULAYE AERO
30/9/2023	16.0	1.5	LAS FLORES
30/9/2023	28.1		LAS LOMITAS
30/9/2023	18.6	-0.8	MALARGUE AERO
30/9/2023	20.3	-5.2	MAQUINCHAO
30/9/2023	11.0	6.4	MAR DEL PLATA AERO
30/9/2023	23.5	8.4	MARCOS JUAREZ AERO
30/9/2023	16.8		MARIANO MORENO AERO
30/9/2023	23.0	6.7	MENDOZA AERO
30/9/2023	21.6	4.8	MENDOZA OBSERVATORIO
30/9/2023	22.4	12.0	MERCEDES AERO (CTES)
30/9/2023	16.7	4.7	MERLO AERO
30/9/2023	23.0	11.5	METAN
30/9/2023	20.6	12.6	MONTE CASEROS AERO
30/9/2023	16.6	3.4	MORON AERO
30/9/2023	23.2	5.2	NEUQUEN AERO
30/9/2023	20.4	2.5	NUEVE DE JULIO
30/9/2023	27.5	16.0	OBERA
30/9/2023	16.7	0.6	OLAVARRIA AERO
30/9/2023	27.0	21.2	ORAN AERO
30/9/2023	22.0	8.4	PARANA AERO
30/9/2023	24.0	5.0	PASO DE INDIOS
30/9/2023	21.6	12.7	PASO DE LOS LIBRES AERO
30/9/2023	20.6	-1.8	PEHUAJO AERO
30/9/2023	17.5	-3.5	PERITO MORENO AERO
30/9/2023	18.7	-2.2	PIGUE AERO
30/9/2023	23.7	11.2	PILAR OBSERVATORIO
30/9/2023	28.7	16.8	POSADAS AERO
30/9/2023	27.5	11.2	PRESIDENCIA ROQUE SAENZ PE?A AERO
30/9/2023	16.6	5.0	PUERTO DESEADO AERO
30/9/2023	19.6	3.2	PUERTO MADRYN AERO
30/9/2023	13.8	4.5	PUNTA INDIO B.A.
30/9/2023	23.4	7.5	RAFAELA AERO
30/9/2023	23.3	10.7	RECONQUISTA AERO
30/9/2023	26.7	13.0	RESISTENCIA AERO
30/9/2023	23.0	8.0	RIO CUARTO AERO
30/9/2023	16.4	8.0	RIO GALLEGOS AERO
30/9/2023	7.0	3.8	RIO GRANDE B.A.
30/9/2023	28.0	18.3	RIVADAVIA
30/9/2023	21.5	6.6	ROSARIO AERO
30/9/2023	21.7	13.5	SALTA AERO
30/9/2023	22.6	-4.5	SAN ANTONIO OESTE AERO
30/9/2023	17.6	6.6	SAN FERNANDO AERO
30/9/2023	23.8	4.0	SAN JUAN AERO
30/9/2023	20.8	6.4	SAN JULIAN AERO
30/9/2023	26.0	8.8	SAN LUIS AERO
30/9/2023	23.3	6.1	SAN MARTIN (MZA)
30/9/2023	22.7	2.1	SAN RAFAEL AERO
30/9/2023	20.6	8.4	SANTA CRUZ AERO
30/9/2023	20.9	2.2	SANTA ROSA AERO
30/9/2023	24.8		SANTA ROSA DE CONLARA AERO
30/9/2023	27.2	17.4	SANTIAGO DEL ESTERO AERO
30/9/2023	22.0	10.0	SAUCE VIEJO AERO
30/9/2023	22.7	6.6	SUNCHALES AERO
30/9/2023	15.3	4.0	TANDIL AERO
30/9/2023	28.2	19.7	TARTAGAL AERO
30/9/2023		16.5	TERMAS DE RIO HONDO AERO
30/9/2023	24.0	5.0	TINOGASTA
30/9/2023	21.6	4.0	TRELEW AERO
30/9/2023	21.2	1.6	TRENQUE LAUQUEN
30/9/2023	14.2	5.6	TRES ARROYOS
30/9/2023	23.4	14.8	TUCUMAN AERO
30/9/2023	15.6	5.9	USHUAIA AERO
30/9/2023	21.1	2.1	USPALLATA
30/9/2023	21.5	5.0	VENADO TUERTO AERO
30/9/2023	22.5	3.5	VICTORICA
30/9/2023	19.2	-3.1	VIEDMA AERO
30/9/2023	24.6	12.4	VILLA DE MARIA DEL RIO SECO
30/9/2023	25.1	12.4	VILLA DOLORES AERO
30/9/2023	14.5	6.0	VILLA GESELL AERO
30/9/2023	26.1	5.0	VILLA REYNOLDS AERO
29/9/2023	21.0	12.8	AEROPARQUE AERO
29/9/2023	17.3	5.6	AZUL AERO
29/9/2023	14.0	5.0	BAHIA BLANCA AERO
29/9/2023	15.6	-1.5	BARILOCHE AERO
29/9/2023	-7.5	-13.5	BASE BELGRANO II
29/9/2023	2.0	-3.2	BASE CARLINI (EX JUBANY)
29/9/2023	3.6	-9.8	BASE ESPERANZA
29/9/2023	-0.4	-16.4	BASE MARAMBIO
29/9/2023	0.2	-3.0	BASE ORCADAS
29/9/2023	0.2	-10.8	BASE SAN MARTIN
29/9/2023	12.6	5.5	BENITO JUAREZ AERO
29/9/2023	22.8	15.1	BERNARDO DE IRIGOYEN AERO
29/9/2023	19.7	6.0	BOLIVAR AERO
29/9/2023	21.2	11.6	BUENOS AIRES OBSERVATORIO
29/9/2023	19.5	6.6	CAMPO DE MAYO AERO
29/9/2023	24.6	14.9	CATAMARCA AERO
29/9/2023	26.8	10.5	CERES AERO
29/9/2023	22.6	15.5	CHAMICAL AERO
29/9/2023	16.0	-3.1	CHAPELCO AERO
29/9/2023	21.0	13.5	CHEPES
29/9/2023	22.0	13.8	CHILECITO AERO
29/9/2023	19.0	3.8	CIPOLLETTI
29/9/2023	18.9	2.2	COMODORO RIVADAVIA AERO
29/9/2023	23.0	11.9	CONCORDIA AERO
29/9/2023	20.0	11.1	CORDOBA AERO
29/9/2023	20.8	14.8	CORDOBA OBSERVATORIO
29/9/2023	13.9	3.2	CORONEL SUAREZ AERO
29/9/2023	26.0	11.4	CORRIENTES AERO
29/9/2023		9.6	DOLORES AERO
29/9/2023	19.4	-1.2	EL BOLSON AERO
29/9/2023	10.9	-2.0	EL CALAFATE AERO
29/9/2023	20.0	7.0	EL PALOMAR AERO
29/9/2023		12.0	ESCUELA DE AVIACION MILITAR AERO
29/9/2023	17.8	-4.5	ESQUEL AERO
29/9/2023	19.5	8.5	EZEIZA AERO
29/9/2023	26.5	12.5	FORMOSA AERO
29/9/2023	18.5	2.0	GENERAL PICO AERO
29/9/2023	18.0	2.5	GOBERNADOR GREGORES AERO
29/9/2023	22.9	6.0	GUALEGUAYCHU AERO
29/9/2023	23.2	17.8	IGUAZU AERO
29/9/2023	26.5	13.0	ITUZAINGO
29/9/2023	18.5	8.5	JACHAL
29/9/2023	25.5	13.7	JUJUY AERO
29/9/2023	22.1	14.5	JUJUY U N
29/9/2023	20.4	9.0	JUNIN AERO
29/9/2023	19.0	7.3	LA PLATA AERO
29/9/2023	24.0	1.8	LA QUIACA OBSERVATORIO
29/9/2023	23.7	15.9	LA RIOJA AERO
29/9/2023	21.0	9.8	LABOULAYE AERO
29/9/2023	18.0	8.8	LAS FLORES
29/9/2023	30.0		LAS LOMITAS
29/9/2023	14.0	3.8	MALARGUE AERO
29/9/2023	16.0	-7.3	MAQUINCHAO
29/9/2023	14.4	7.4	MAR DEL PLATA AERO
29/9/2023	22.0	7.2	MARCOS JUAREZ AERO
29/9/2023	19.5		MARIANO MORENO AERO
29/9/2023	19.2	12.3	MENDOZA AERO
29/9/2023	18.6	10.8	MENDOZA OBSERVATORIO
29/9/2023	23.8	11.0	MERCEDES AERO (CTES)
29/9/2023	19.3	10.4	MERLO AERO
29/9/2023	22.5	12.0	METAN
29/9/2023	23.4	11.7	MONTE CASEROS AERO
29/9/2023	19.6	11.3	MORON AERO
29/9/2023	18.7	3.7	NEUQUEN AERO
29/9/2023	19.5	7.6	NUEVE DE JULIO
29/9/2023	28.0	11.0	OBERA
29/9/2023	16.2	6.6	OLAVARRIA AERO
29/9/2023	32.0	14.5	ORAN AERO
29/9/2023	25.0	10.5	PARANA AERO
29/9/2023	19.0	-4.9	PASO DE INDIOS
29/9/2023	23.4	11.9	PASO DE LOS LIBRES AERO
29/9/2023	19.8	4.7	PEHUAJO AERO
29/9/2023	15.5		PERITO MORENO AERO
29/9/2023	14.0	5.0	PIGUE AERO
29/9/2023	21.9	13.4	PILAR OBSERVATORIO
29/9/2023	28.1	14.8	POSADAS AERO
29/9/2023	27.9	9.0	PRESIDENCIA ROQUE SAENZ PE?A AERO
29/9/2023	16.0	0.5	PUERTO DESEADO AERO
29/9/2023	11.3	-1.8	PUERTO MADRYN AERO
29/9/2023	18.5	10.1	PUNTA INDIO B.A.
29/9/2023	26.1	7.0	RAFAELA AERO
29/9/2023	24.5	9.5	RECONQUISTA AERO
29/9/2023	27.0	9.5	RESISTENCIA AERO
29/9/2023	18.7	11.2	RIO CUARTO AERO
29/9/2023	14.2	-0.6	RIO GALLEGOS AERO
29/9/2023	13.0	0.0	RIO GRANDE B.A.
29/9/2023	30.5	13.3	RIVADAVIA
29/9/2023	23.1	10.6	ROSARIO AERO
29/9/2023	21.7	11.7	SALTA AERO
29/9/2023	13.4	2.2	SAN ANTONIO OESTE AERO
29/9/2023	20.3	8.0	SAN FERNANDO AERO
29/9/2023	21.2	12.5	SAN JUAN AERO
29/9/2023	20.2	2.9	SAN JULIAN AERO
29/9/2023	21.4	11.9	SAN LUIS AERO
29/9/2023	20.1	11.8	SAN MARTIN (MZA)
29/9/2023	17.9	8.7	SAN RAFAEL AERO
29/9/2023	14.0	2.5	SANTA CRUZ AERO
29/9/2023	17.8	4.9	SANTA ROSA AERO
29/9/2023	23.0		SANTA ROSA DE CONLARA AERO
29/9/2023	27.7	11.8	SANTIAGO DEL ESTERO AERO
29/9/2023	24.7	6.1	SAUCE VIEJO AERO
29/9/2023	26.3	8.0	SUNCHALES AERO
29/9/2023	15.6	7.5	TANDIL AERO
29/9/2023	32.0	14.3	TARTAGAL AERO
29/9/2023	24.2	14.9	TERMAS DE RIO HONDO AERO
29/9/2023	23.0	10.5	TINOGASTA
29/9/2023	16.5	-3.8	TRELEW AERO
29/9/2023	19.0	5.6	TRENQUE LAUQUEN
29/9/2023	12.5	7.3	TRES ARROYOS
29/9/2023	22.9	12.6	TUCUMAN AERO
29/9/2023	12.1	6.5	USHUAIA AERO
29/9/2023	16.5	5.0	USPALLATA
29/9/2023	21.0	10.6	VENADO TUERTO AERO
29/9/2023	19.9	2.9	VICTORICA
29/9/2023	11.9	4.1	VIEDMA AERO
29/9/2023	25.5	10.0	VILLA DE MARIA DEL RIO SECO
29/9/2023	22.1	13.4	VILLA DOLORES AERO
29/9/2023	13.4	9.1	VILLA GESELL AERO
29/9/2023	20.0	7.0	VILLA REYNOLDS AERO
28/9/2023	19.5	13.0	AEROPARQUE AERO
28/9/2023	22.0	7.9	AZUL AERO
28/9/2023	20.1	8.6	BAHIA BLANCA AERO
28/9/2023	12.3	3.0	BARILOCHE AERO
28/9/2023	-9.0	-13.2	BASE BELGRANO II
28/9/2023	0.8	-4.0	BASE CARLINI (EX JUBANY)
28/9/2023	1.6	-9.7	BASE ESPERANZA
28/9/2023	-0.9	-15.1	BASE MARAMBIO
28/9/2023	0.6	-2.7	BASE ORCADAS
28/9/2023	-0.6	-7.3	BASE SAN MARTIN
28/9/2023	20.9	8.1	BENITO JUAREZ AERO
28/9/2023	23.6	8.2	BERNARDO DE IRIGOYEN AERO
28/9/2023	24.4	5.8	BOLIVAR AERO
28/9/2023	21.2	11.8	BUENOS AIRES OBSERVATORIO
28/9/2023	21.8	7.2	CAMPO DE MAYO AERO
28/9/2023	31.0	15.4	CATAMARCA AERO
28/9/2023	26.0	8.8	CERES AERO
28/9/2023	26.4	11.4	CHAMICAL AERO
28/9/2023	14.5	2.5	CHAPELCO AERO
28/9/2023	26.5	14.0	CHEPES
28/9/2023	27.0	8.6	CHILECITO AERO
28/9/2023		9.7	CIPOLLETTI
28/9/2023	13.3	4.9	COMODORO RIVADAVIA AERO
28/9/2023	20.4	8.8	CONCORDIA AERO
28/9/2023	26.1	8.7	CORDOBA AERO
28/9/2023	26.2	12.8	CORDOBA OBSERVATORIO
28/9/2023	19.3	3.4	CORONEL SUAREZ AERO
28/9/2023	23.0	8.0	CORRIENTES AERO
28/9/2023		7.1	DOLORES AERO
28/9/2023	15.5	2.1	EL BOLSON AERO
28/9/2023	12.9	-5.0	EL CALAFATE AERO
28/9/2023	21.6	9.9	EL PALOMAR AERO
28/9/2023		12.2	ESCUELA DE AVIACION MILITAR AERO
28/9/2023	12.5	2.0	ESQUEL AERO
28/9/2023	21.0	12.0	EZEIZA AERO
28/9/2023	24.5	11.5	FORMOSA AERO
28/9/2023	24.0	8.6	GENERAL PICO AERO
28/9/2023	14.0	-1.0	GOBERNADOR GREGORES AERO
28/9/2023	21.1	5.5	GUALEGUAYCHU AERO
28/9/2023	26.8	10.4	IGUAZU AERO
28/9/2023	25.5	11.5	ITUZAINGO
28/9/2023	23.5	4.5	JACHAL
28/9/2023	26.6	9.6	JUJUY AERO
28/9/2023	25.4	7.9	JUJUY U N
28/9/2023	23.6	7.0	JUNIN AERO
28/9/2023	20.2	9.3	LA PLATA AERO
28/9/2023	24.9	2.5	LA QUIACA OBSERVATORIO
28/9/2023	29.4	11.9	LA RIOJA AERO
28/9/2023	25.9	3.6	LABOULAYE AERO
28/9/2023	22.0	9.0	LAS FLORES
28/9/2023	29.5		LAS LOMITAS
28/9/2023	16.0	2.4	MALARGUE AERO
28/9/2023	11.8	1.2	MAQUINCHAO
28/9/2023	21.4	6.4	MAR DEL PLATA AERO
28/9/2023	25.5	7.5	MARCOS JUAREZ AERO
28/9/2023	23.0		MARIANO MORENO AERO
28/9/2023	22.1	10.9	MENDOZA AERO
28/9/2023	21.5	9.1	MENDOZA OBSERVATORIO
28/9/2023	21.4	9.0	MERCEDES AERO (CTES)
28/9/2023	21.3	8.5	MERLO AERO
28/9/2023	26.0	11.0	METAN
28/9/2023	21.5	9.5	MONTE CASEROS AERO
28/9/2023	21.4	10.1	MORON AERO
28/9/2023	19.4	4.5	NEUQUEN AERO
28/9/2023	24.6	7.8	NUEVE DE JULIO
28/9/2023	27.0	10.0	OBERA
28/9/2023	22.6	5.4	OLAVARRIA AERO
28/9/2023	30.5	15.3	ORAN AERO
28/9/2023	24.0	9.5	PARANA AERO
28/9/2023	13.0	3.5	PASO DE INDIOS
28/9/2023	21.6	10.0	PASO DE LOS LIBRES AERO
28/9/2023	25.6	7.0	PEHUAJO AERO
28/9/2023	13.0	-2.0	PERITO MORENO AERO
28/9/2023	19.4	3.6	PIGUE AERO
28/9/2023	25.2	10.0	PILAR OBSERVATORIO
28/9/2023	24.8	10.7	POSADAS AERO
28/9/2023	27.3	9.5	PRESIDENCIA ROQUE SAENZ PE?A AERO
28/9/2023	8.5	2.6	PUERTO DESEADO AERO
28/9/2023	16.2	4.8	PUERTO MADRYN AERO
28/9/2023	18.5	8.7	PUNTA INDIO B.A.
28/9/2023	25.1	9.0	RAFAELA AERO
28/9/2023	23.0	9.8	RECONQUISTA AERO
28/9/2023	24.7	5.3	RESISTENCIA AERO
28/9/2023	25.4	11.4	RIO CUARTO AERO
28/9/2023	13.8	-2.0	RIO GALLEGOS AERO
28/9/2023	12.2	-1.6	RIO GRANDE B.A.
28/9/2023	30.5	12.3	RIVADAVIA
28/9/2023	23.4	10.2	ROSARIO AERO
28/9/2023	24.0	5.6	SALTA AERO
28/9/2023	17.4	8.5	SAN ANTONIO OESTE AERO
28/9/2023	22.0	7.0	SAN FERNANDO AERO
28/9/2023	23.7	8.2	SAN JUAN AERO
28/9/2023	12.0	0.9	SAN JULIAN AERO
28/9/2023	23.6	13.1	SAN LUIS AERO
28/9/2023	22.0	9.6	SAN MARTIN (MZA)
28/9/2023	19.3	8.1	SAN RAFAEL AERO
28/9/2023	12.0	-0.8	SANTA CRUZ AERO
28/9/2023	20.1	7.6	SANTA ROSA AERO
28/9/2023			SANTA ROSA DE CONLARA AERO
28/9/2023	30.3	11.1	SANTIAGO DEL ESTERO AERO
28/9/2023	24.6	11.0	SAUCE VIEJO AERO
28/9/2023	25.2	8.7	SUNCHALES AERO
28/9/2023	21.0	3.0	TANDIL AERO
28/9/2023	30.0	13.2	TARTAGAL AERO
28/9/2023	28.4	11.2	TERMAS DE RIO HONDO AERO
28/9/2023	30.0	5.5	TINOGASTA
28/9/2023	16.5	4.7	TRELEW AERO
28/9/2023	25.7	7.5	TRENQUE LAUQUEN
28/9/2023	21.4	9.9	TRES ARROYOS
28/9/2023	29.5	10.2	TUCUMAN AERO
28/9/2023	9.9	0.1	USHUAIA AERO
28/9/2023	21.0	8.1	USPALLATA
28/9/2023	24.5	8.0	VENADO TUERTO AERO
28/9/2023	19.9	5.0	VICTORICA
28/9/2023	17.6	8.4	VIEDMA AERO
28/9/2023	26.6	5.1	VILLA DE MARIA DEL RIO SECO
28/9/2023	27.2	10.5	VILLA DOLORES AERO
28/9/2023	21.1	4.5	VILLA GESELL AERO
28/9/2023	24.8	4.4	VILLA REYNOLDS AERO
27/9/2023	18.7	9.5	AEROPARQUE AERO
27/9/2023	20.5	1.1	AZUL AERO
27/9/2023	23.7	3.7	BAHIA BLANCA AERO
27/9/2023	10.8	2.9	BARILOCHE AERO
27/9/2023	-12.0	-15.7	BASE BELGRANO II
27/9/2023	0.0	-4.0	BASE CARLINI (EX JUBANY)
27/9/2023	2.1	-10.3	BASE ESPERANZA
27/9/2023	-4.9	-16.5	BASE MARAMBIO
27/9/2023	1.2	-2.0	BASE ORCADAS
27/9/2023	0.2	-5.5	BASE SAN MARTIN
27/9/2023	19.6	0.3	BENITO JUAREZ AERO
27/9/2023	25.5	12.0	BERNARDO DE IRIGOYEN AERO
27/9/2023	23.3	2.0	BOLIVAR AERO
27/9/2023	21.3	7.7	BUENOS AIRES OBSERVATORIO
27/9/2023	21.3	3.2	CAMPO DE MAYO AERO
27/9/2023	28.0	9.8	CATAMARCA AERO
27/9/2023	24.5	8.0	CERES AERO
27/9/2023	26.5	4.6	CHAMICAL AERO
27/9/2023	11.0	0.0	CHAPELCO AERO
27/9/2023	26.5	9.5	CHEPES
27/9/2023	26.0	12.2	CHILECITO AERO
27/9/2023	25.0	7.7	CIPOLLETTI
27/9/2023	18.6	10.7	COMODORO RIVADAVIA AERO
27/9/2023	19.8	9.2	CONCORDIA AERO
27/9/2023	25.5	1.8	CORDOBA AERO
27/9/2023	26.0	5.9	CORDOBA OBSERVATORIO
27/9/2023	20.7	0.4	CORONEL SUAREZ AERO
27/9/2023	21.9	12.5	CORRIENTES AERO
27/9/2023		3.1	DOLORES AERO
27/9/2023	13.5	6.9	EL BOLSON AERO
27/9/2023	8.9	3.0	EL CALAFATE AERO
27/9/2023	21.5	1.9	EL PALOMAR AERO
27/9/2023		3.5	ESCUELA DE AVIACION MILITAR AERO
27/9/2023	12.0	5.4	ESQUEL AERO
27/9/2023	21.3	3.2	EZEIZA AERO
27/9/2023	22.4	14.0	FORMOSA AERO
27/9/2023	25.5	0.8	GENERAL PICO AERO
27/9/2023	12.0	2.0	GOBERNADOR GREGORES AERO
27/9/2023	20.4	4.1	GUALEGUAYCHU AERO
27/9/2023	25.8	15.5	IGUAZU AERO
27/9/2023	23.0	15.0	ITUZAINGO
27/9/2023	24.0	6.0	JACHAL
27/9/2023	17.7	12.8	JUJUY AERO
27/9/2023	15.6	10.3	JUJUY U N
27/9/2023	23.1	3.4	JUNIN AERO
27/9/2023	18.7	4.1	LA PLATA AERO
27/9/2023	26.6	7.0	LA QUIACA OBSERVATORIO
27/9/2023	26.9	8.6	LA RIOJA AERO
27/9/2023	25.0	3.2	LABOULAYE AERO
27/9/2023	20.5	4.2	LAS FLORES
27/9/2023	25.0		LAS LOMITAS
27/9/2023	22.8	0.0	MALARGUE AERO
27/9/2023	15.9	1.2	MAQUINCHAO
27/9/2023	19.0	2.6	MAR DEL PLATA AERO
27/9/2023	25.0	2.6	MARCOS JUAREZ AERO
27/9/2023	21.5		MARIANO MORENO AERO
27/9/2023	26.6	5.2	MENDOZA AERO
27/9/2023	24.8	5.3	MENDOZA OBSERVATORIO
27/9/2023	20.0	11.0	MERCEDES AERO (CTES)
27/9/2023	21.0	4.5	MERLO AERO
27/9/2023	19.5	11.0	METAN
27/9/2023	19.6	10.4	MONTE CASEROS AERO
27/9/2023	21.3	4.0	MORON AERO
27/9/2023	24.4	6.1	NEUQUEN AERO
27/9/2023	24.0	4.8	NUEVE DE JULIO
27/9/2023	20.5	13.8	OBERA
27/9/2023	20.9	2.5	OLAVARRIA AERO
27/9/2023	24.8	15.8	ORAN AERO
27/9/2023	22.3	8.9	PARANA AERO
27/9/2023	16.5	7.0	PASO DE INDIOS
27/9/2023	20.0	11.5	PASO DE LOS LIBRES AERO
27/9/2023	24.4	0.6	PEHUAJO AERO
27/9/2023	13.0	5.0	PERITO MORENO AERO
27/9/2023	21.5	2.3	PIGUE AERO
27/9/2023	25.1	4.5	PILAR OBSERVATORIO
27/9/2023	22.3	15.0	POSADAS AERO
27/9/2023	23.6	13.2	PRESIDENCIA ROQUE SAENZ PE?A AERO
27/9/2023	11.4	7.0	PUERTO DESEADO AERO
27/9/2023	18.2	2.4	PUERTO MADRYN AERO
27/9/2023	16.0	6.0	PUNTA INDIO B.A.
27/9/2023	24.1	5.0	RAFAELA AERO
27/9/2023	20.9	8.7	RECONQUISTA AERO
27/9/2023	22.9	12.8	RESISTENCIA AERO
27/9/2023	24.5	3.2	RIO CUARTO AERO
27/9/2023	7.1	1.8	RIO GALLEGOS AERO
27/9/2023	5.6	1.0	RIO GRANDE B.A.
27/9/2023	25.0	16.8	RIVADAVIA
27/9/2023	23.5	2.6	ROSARIO AERO
27/9/2023	16.0	9.9	SALTA AERO
27/9/2023	24.5	1.0	SAN ANTONIO OESTE AERO
27/9/2023	20.3	4.1	SAN FERNANDO AERO
27/9/2023	26.5	4.9	SAN JUAN AERO
27/9/2023	12.0	3.9	SAN JULIAN AERO
27/9/2023	25.5	5.3	SAN LUIS AERO
27/9/2023	25.9	5.7	SAN MARTIN (MZA)
27/9/2023	26.0	3.7	SAN RAFAEL AERO
27/9/2023	11.2	2.7	SANTA CRUZ AERO
27/9/2023	25.7	0.9	SANTA ROSA AERO
27/9/2023	25.5		SANTA ROSA DE CONLARA AERO
27/9/2023	25.7	12.0	SANTIAGO DEL ESTERO AERO
27/9/2023	22.2	4.8	SAUCE VIEJO AERO
27/9/2023	24.0	6.0	SUNCHALES AERO
27/9/2023	19.5	-0.5	TANDIL AERO
27/9/2023	22.5	17.6	TARTAGAL AERO
27/9/2023	26.3	12.5	TERMAS DE RIO HONDO AERO
27/9/2023	25.0	10.0	TINOGASTA
27/9/2023	18.6	3.8	TRELEW AERO
27/9/2023	24.5	3.9	TRENQUE LAUQUEN
27/9/2023	21.5	4.5	TRES ARROYOS
27/9/2023	26.0	14.3	TUCUMAN AERO
27/9/2023	5.7	0.2	USHUAIA AERO
27/9/2023	24.0	4.1	USPALLATA
27/9/2023	24.0	4.5	VENADO TUERTO AERO
27/9/2023	26.7	1.7	VICTORICA
27/9/2023	23.1	7.3	VIEDMA AERO
27/9/2023	24.8	3.4	VILLA DE MARIA DEL RIO SECO
27/9/2023	26.1	3.4	VILLA DOLORES AERO
27/9/2023	19.6	3.3	VILLA GESELL AERO
27/9/2023	27.2	-4.7	VILLA REYNOLDS AERO
26/9/2023	15.5	13.0	AEROPARQUE AERO
26/9/2023	14.6	6.9	AZUL AERO
26/9/2023	20.6	4.9	BAHIA BLANCA AERO
26/9/2023	9.3	1.2	BARILOCHE AERO
26/9/2023	-12.5	-17.0	BASE BELGRANO II
26/9/2023	2.0	-1.0	BASE CARLINI (EX JUBANY)
26/9/2023	2.3	-2.7	BASE ESPERANZA
26/9/2023	-0.1	-14.2	BASE MARAMBIO
26/9/2023	0.8	-4.5	BASE ORCADAS
26/9/2023	-1.1	-8.8	BASE SAN MARTIN
26/9/2023	12.5	7.4	BENITO JUAREZ AERO
26/9/2023	31.8	22.5	BERNARDO DE IRIGOYEN AERO
26/9/2023	17.5	7.8	BOLIVAR AERO
26/9/2023	14.9	12.4	BUENOS AIRES OBSERVATORIO
26/9/2023	14.3	11.6	CAMPO DE MAYO AERO
26/9/2023	24.5	12.9	CATAMARCA AERO
26/9/2023	22.1	15.3	CERES AERO
26/9/2023	24.5	17.0	CHAMICAL AERO
26/9/2023	11.2	0.6	CHAPELCO AERO
26/9/2023	21.0	11.5	CHEPES
26/9/2023	22.7	15.7	CHILECITO AERO
26/9/2023	19.3	8.2	CIPOLLETTI
26/9/2023	18.1	5.7	COMODORO RIVADAVIA AERO
26/9/2023	17.2	11.6	CONCORDIA AERO
26/9/2023	20.0	11.5	CORDOBA AERO
26/9/2023	20.8	12.5	CORDOBA OBSERVATORIO
26/9/2023	17.8	6.9	CORONEL SUAREZ AERO
26/9/2023	23.1	15.6	CORRIENTES AERO
26/9/2023		7.6	DOLORES AERO
26/9/2023	13.6	-3.2	EL BOLSON AERO
26/9/2023	15.9	0.0	EL CALAFATE AERO
26/9/2023	14.6	10.8	EL PALOMAR AERO
26/9/2023		9.5	ESCUELA DE AVIACION MILITAR AERO
26/9/2023	9.4	-0.5	ESQUEL AERO
26/9/2023	15.0	10.1	EZEIZA AERO
26/9/2023	28.0	17.4	FORMOSA AERO
26/9/2023	22.5	7.0	GENERAL PICO AERO
26/9/2023	12.0	6.4	GOBERNADOR GREGORES AERO
26/9/2023	18.8	10.7	GUALEGUAYCHU AERO
26/9/2023	37.8	22.9	IGUAZU AERO
26/9/2023	26.8	17.4	ITUZAINGO
26/9/2023	18.5	8.5	JACHAL
26/9/2023	25.2	15.9	JUJUY AERO
26/9/2023	19.2	15.6	JUJUY U N
26/9/2023	16.9	9.5	JUNIN AERO
26/9/2023	13.6	10.2	LA PLATA AERO
26/9/2023	25.9	8.7	LA QUIACA OBSERVATORIO
26/9/2023	26.4	16.9	LA RIOJA AERO
26/9/2023	20.0	9.7	LABOULAYE AERO
26/9/2023	15.0	8.0	LAS FLORES
26/9/2023	26.4		LAS LOMITAS
26/9/2023	16.0	3.8	MALARGUE AERO
26/9/2023	14.5	-2.8	MAQUINCHAO
26/9/2023	13.5	6.1	MAR DEL PLATA AERO
26/9/2023	21.6	11.0	MARCOS JUAREZ AERO
26/9/2023	14.5		MARIANO MORENO AERO
26/9/2023	15.8	11.6	MENDOZA AERO
26/9/2023	18.3	10.5	MENDOZA OBSERVATORIO
26/9/2023	16.8	14.6	MERCEDES AERO (CTES)
26/9/2023	14.4	11.0	MERLO AERO
26/9/2023	19.5	14.8	METAN
26/9/2023	17.0	14.1	MONTE CASEROS AERO
26/9/2023	14.8	12.1	MORON AERO
26/9/2023	19.6	7.9	NEUQUEN AERO
26/9/2023	18.0	9.2	NUEVE DE JULIO
26/9/2023	35.0	19.8	OBERA
26/9/2023	14.1	6.7	OLAVARRIA AERO
26/9/2023	28.0	20.3	ORAN AERO
26/9/2023	20.0	11.8	PARANA AERO
26/9/2023	14.5	2.2	PASO DE INDIOS
26/9/2023	16.5	15.0	PASO DE LOS LIBRES AERO
26/9/2023	19.3	8.7	PEHUAJO AERO
26/9/2023	13.0	3.0	PERITO MORENO AERO
26/9/2023	18.0	7.3	PIGUE AERO
26/9/2023	20.6	11.1	PILAR OBSERVATORIO
26/9/2023	33.5	18.6	POSADAS AERO
26/9/2023	21.5	17.3	PRESIDENCIA ROQUE SAENZ PE?A AERO
26/9/2023	17.0	2.4	PUERTO DESEADO AERO
26/9/2023	17.6	2.2	PUERTO MADRYN AERO
26/9/2023	12.5	8.8	PUNTA INDIO B.A.
26/9/2023	20.6	13.2	RAFAELA AERO
26/9/2023	19.3	13.8	RECONQUISTA AERO
26/9/2023	23.2	15.4	RESISTENCIA AERO
26/9/2023	19.0	8.8	RIO CUARTO AERO
26/9/2023	13.0	5.6	RIO GALLEGOS AERO
26/9/2023	11.6	4.4	RIO GRANDE B.A.
26/9/2023	27.5	20.3	RIVADAVIA
26/9/2023	21.3	11.5	ROSARIO AERO
26/9/2023	22.6	13.6	SALTA AERO
